n_nodes,rank_mean,rank_std,rank_max,rank_min,rc_mean,rc_std,rc_max,dis_mean,dis_std,dis_max,dio_mean,dio_max,disrx_mean,disrx_max,version_spread,txe_mean,txe_std,rxe_mean,pdr_mean,pdr_min,label,group
10,420.6,94.57716426283883,546,288,78.0,1.0954451150103321,80,0.5,0.5,1,15.3,18,0.4,1,0,1014112.0,398101.92788480694,28300711.6,0.9987179487179487,0.9871794871794872,0,data_normal_s3
10,440.1,100.51313347020876,597,297,81.9,0.9433981132056604,84,0.5,0.5,1,15.5,18,0.4,1,0,1063456.0,416252.02827133465,28815566.8,0.998780487804878,0.9878048780487805,0,data_normal_s3
10,435.7,101.55988381245815,580,298,85.7,0.7810249675906654,87,0.5,0.5,1,15.5,18,0.4,1,0,1112844.8,435656.02018767054,29343839.6,0.9988372093023254,0.9883720930232558,0,data_normal_s3
10,467.2,99.19858869963826,589,292,89.5,0.6708203932499369,91,0.5,0.5,1,15.7,18,0.4,1,0,1165980.8,454445.03043356084,29867688.0,0.9988888888888889,0.9888888888888889,0,data_normal_s3
10,448.1,103.61124456351251,583,288,93.0,0.8944271909999159,95,0.5,0.5,1,15.8,19,0.4,1,0,1209964.8,470537.92572773556,30358076.4,0.9989361702127659,0.9893617021276596,0,data_normal_s3
10,429.8,107.99703699639171,572,290,96.6,0.9165151389911681,98,0.5,0.5,1,15.9,19,0.4,1,0,1252480.0,486546.5029893854,30854496.8,0.9989795918367348,0.9897959183673469,0,data_normal_s3
10,433.6,95.84278793941671,556,287,100.3,1.004987562112089,102,0.5,0.5,1,16.0,20,0.4,1,0,1297366.4,505935.75586850947,31348286.0,0.9990196078431373,0.9901960784313726,0,data_normal_s3
10,441.6,87.56163543470393,559,311,104.1,1.044030650891055,106,0.5,0.5,1,16.0,20,0.4,1,0,1344721.6,525697.1701204411,31868319.2,0.999056603773585,0.9905660377358491,0,data_normal_s3
10,446.4,85.71137614109344,581,303,107.8,1.32664991614216,110,0.5,0.5,1,16.2,20,0.4,1,0,1391875.2,546939.230580656,32376507.6,0.999090909090909,0.990909090909091,0,data_normal_s3
10,470.8,131.89222873240107,648,293,111.4,1.0198039027185568,113,0.5,0.5,1,16.6,21,0.4,1,0,1438928.0,565203.9861940112,32868910.4,0.9991150442477876,0.9911504424778761,0,data_normal_s3
10,478.1,147.628892836057,689,301,114.8,0.9797958971132711,117,0.5,0.5,1,17.1,21,0.4,1,0,1486854.4,579789.0375485207,33361801.6,0.9991452991452991,0.9914529914529915,0,data_normal_s3
10,457.3,131.48844055657517,703,292,118.8,0.9797958971132712,121,0.5,0.5,1,17.6,22,0.4,1,0,1539180.8,597960.5878779638,33912290.4,0.9991735537190083,0.9917355371900827,0,data_normal_s3
10,440.2,115.01112989619745,659,291,122.4,1.2,125,0.5,0.5,1,17.9,22,0.4,1,0,1583033.6,612904.0768517044,34405272.4,0.9992000000000001,0.992,0,data_normal_s3
10,439.5,107.62550812888179,621,293,126.1,1.044030650891055,128,0.5,0.5,1,18.3,23,0.4,1,0,1630953.6,631696.4211117869,34913617.2,0.99921875,0.9921875,0,data_normal_s3
10,467.4,109.940165544718,613,321,129.6,1.1135528725660042,132,0.5,0.5,1,18.8,24,0.4,1,0,1679241.6,646126.4251254859,35413557.6,0.9992424242424243,0.9924242424242424,0,data_normal_s3
10,466.6,111.61827807308264,619,304,133.7,1.004987562112089,136,0.5,0.5,1,19.0,25,0.4,1,0,1730361.6,665484.6395106652,35958676.0,0.9992647058823529,0.9926470588235294,0,data_normal_s3
